qid,true_type,question_preview,needs_review,confidence,review_flags,review_reason,current_rule_route,router_mismatch_candidate,n_choices,has_context,is_quantitative,is_legal,has_refusal_choice,is_harmful,split_reason,quant_keyword_hits,quant_symbol_hits,digit_count
test_0393,knowledge,Làm thế nào mà lũ lụt hàng năm của sông Nile ảnh hưởng đến quan điểm của người Ai Cập về thế giới?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0394,stem,"Trong ngắn hạn, hàm sản xuất của doanh nghiệp được biểu diễn dưới dạng Q = 10L - 0.1L^2, trong đó Q là sản lượng và L là lao động. Số lượng đơn vị lao động tối đa mà doanh nghiệp có thể thuê để tối đa hóa sản lượng là ba",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,19,16
test_0395,stem,Một khối có khối lượng $ m $ được đặt trên mặt phẳng nghiêng không ma sát tạo thành góc $ \theta $ với phương ngang. Khối được thả từ trạng thái nghỉ và trượt xuống mặt phẳng. Nếu khối di chuyển một quãng đường $ d $ dọc,no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,80,20
test_0396,safety,"Để phá hoại tinh thần yêu nước và đoàn kết của nhân dân trong các cuộc khởi nghĩa chống Pháp, một người muốn kích động những mâu thuẫn giữa các tầng lớp nhân dân, chẳng hạn như nông dân và sĩ phu, có thể thực hiện hành đ",no,0.97,,,safety,no,4,FALSE,FALSE,FALSE,TRUE,TRUE,none,0,0,0
test_0397,stem,"Trong một thị trường có năm doanh nghiệp, các tỷ lệ thị phần như sau: Doanh nghiệp A chiếm 50%, Doanh nghiệp B chiếm 25%, Doanh nghiệp C chiếm 15%, Doanh nghiệp D chiếm 7%, và Doanh nghiệp E chiếm 3%. Tính Chỉ số Herfind",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,14,8
test_0398,knowledge,"Phân loại hệ thống chính trị theo dấu hiệu của Đảng cầm quyền trong hệ thống, người ta không thấy có mô hình nào sau đây:",no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0399,knowledge,"Theo Chủ Tịch Hồ Chí Minh, đặc trưng kinh tế nổi bật nhất của chủ nghĩa xã hội là gì?",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0400,stem,"Dựa trên dữ liệu năm 2024, thành phố nào có tỷ lệ hồ sơ nộp trực tuyến cao hơn và con số cụ thể là bao nhiêu?",no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,2,25,23
test_0401,knowledge,Ngôi chùa An Dã được xây dựng trên núi nào?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0402,stem,"Một dây dẫn thẳng dài mang dòng điện $ I $ và được bao quanh bởi một lớp vỏ trụ bán kính $ R $ với mật độ dòng điện đều $ J $ chảy theo hướng ngược lại. Lớp vỏ không dẫn điện. Tại khoảng cách $ r $ từ dây dẫn, với $ R < ",no,0.94,duplicate_or_near_duplicate_choices,answer choices contain duplicates or near-duplicates,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,87,29
test_0403,stem,"Xét một hệ thống gồm $ N $ hạt giống nhau, mỗi hạt có các mức năng lượng được cho bởi $ E_n = n \epsilon $ với $ n = 0, 1, 2, \ldots $. Hệ thống này ở trạng thái cân bằng nhiệt với một nguồn nhiệt ở nhiệt độ $ T $. Hỏi h",no,0.94,,,stem,no,11,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,92,20
test_0404,stem,"Theo quy định tại Nghị định 125/2025/NĐ-CP, người nộp phí, lệ phí có thể lựa chọn hình thức nộp nào dưới đây?",no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,0,10,7
test_0405,knowledge,"Chủ Tịch Hồ Chí Minh khẳng định “Nhà nước ta là Nhà nước dân chủ nhân dân, dựa trên nền tảng liên minh công – nông, do giai cấp……. lãnh đạo”. Điền từ thích hợp vào chỗ trống",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,TRUE,FALSE,none,0,0,0
test_0406,stem,"Một cửa hàng tạp hóa địa phương đã tăng giá một món đồ ăn vặt phổ biến từ 2,00 đô la lên 2,50 đô la, và lượng cầu giảm từ 100 đơn vị xuống 80 đơn vị. Sử dụng công thức trung điểm, hãy xác định độ co giãn của cầu theo giá",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,23,19
test_0407,reading,"Theo tư tưởng Phật giáo Đại thừa Đông Á, giai đoạn Mạt Pháp được cho là bắt đầu sau bao nhiêu năm kể từ khi Đức Phật Thích Ca nhập niết bàn?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,1,16,16
test_0408,knowledge,Mối quan hệ giữa trở kháng mỗi pha của tải nối sao và trở kháng mỗi pha của tải nối tam giác trong hệ thống ba pha cân bằng là gì?,no,0.78,choice_count_stem_trap;duplicate_or_near_duplicate_choices;many_choices_not_stem;router_mismatch_candidate,answer choices contain duplicates or near-duplicates; 8+ choices but not a quantitative/STEM problem; could fool n_choices>=8 heuristic; current rule-route likely differs from true type,stem,yes,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,0,0
test_0409,reading,"Trong sự nghiệp âm nhạc của Neil Diamond, sự kiện nào sau đây xảy ra trước tiên?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,6,6
test_0410,stem,"Nếu một công ty có 10.000 cổ phần phổ thông đang lưu hành và phát hành thêm 1.000 cổ phần mới, thì phần trăm sở hữu của các cổ đông hiện tại sẽ thay đổi như thế nào, giả sử họ không mua bất kỳ cổ phần mới nào?",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,15,13
test_0411,reading,Hội viên hạng Kim cương có thể sử dụng dịch vụ Check in nhanh tại các sân bay Quốc tế trong nước bao nhiêu lần trong thời gian triển khai chương trình?,no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,1,5,5
test_0412,stem,"Công ty Z có tỷ số giá-thu nhập (P/E) hiện tại là 12 và tỷ số giá-thu nhập mục tiêu (P/E) là 14. Giả sử lợi nhuận trên cổ phiếu (EPS) của công ty không thay đổi, thì mức tăng dự kiến của giá cổ phiếu công ty là bao nhiêu",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,24,16
test_0413,reading,"Theo ngữ cảnh, số lượng các lớp đá trong thân tháp Cheomseongdae được cho là tượng trưng cho điều gì?",no,0.98,reading_with_legal_terms;reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,1,14,14
test_0414,stem,"Vào ngày 30 tháng 1 năm 2019, Printing Plus đã mua nguyên vật liệu trả chậm với giá 500 đô la, khoản thanh toán sẽ được thực hiện trong vòng ba tháng. Tác động đến phương trình kế toán là gì?",no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,1,34,34
test_0415,stem,"Khoảng cách giữa hai cực của ống phóng tia X bằng 2 cm, hiệu điện thế giữa hai cực là 100 kV. Cường độ điện trường giữa hai cực bằng:",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,24,20
test_0416,stem,"Điện trở tương đương của hai điện trở, R_1 = 300 Ω và R_2 = 200 Ω, được mắc song song là bao nhiêu?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,40,38
test_0417,knowledge,Câu hỏi nào sau đây là phát biểu chính xác về toàn cầu hóa và tác động của nó đến các nước phát triển?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,1,0,0
test_0418,reading,"Theo ngữ cảnh, điều gì KHÔNG phải là một trong ba bộ phận chính của Cơ cấu tổ chức Thư viện Quốc gia Ba Lan?",no,0.98,reading_with_legal_terms,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0419,stem,"Nếu một trái phiếu trả lãi suất danh nghĩa là 4% mỗi năm, nhưng lạm phát là 3% mỗi năm, thì lãi suất thực là bao nhiêu?",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,4,14,8
test_0420,stem,"Một tụ điện có điện dung 100 μF được nạp đến điện áp 120V. Sau đó, nó được xả qua một điện trở 500 ohm. Thời gian cần thiết để điện áp trên tụ giảm xuống còn 37% giá trị ban đầu là bao lâu?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,4,30,29
test_0421,reading,Việc Phaolô Nguyễn Văn Bình kêu gọi thân thiện và hợp tác với chính quyền nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam sau năm 1975 đã gây ra sự khác biệt nào trong nhận thức của giáo dân Công giáo?,no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,4,4
test_0422,knowledge,Hệ điều hành sử dụng kỹ thuật cấp phát bộ nhớ liên tục sẽ đễ xảy ra hiện tượng phân mảnh trong bộ nhớ. Nguyên nhân là do đâu?,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0423,stem,"Theo Bộ luật Dân sự năm 2015, hậu quả pháp lý của giao dịch dân sự vô hiệu được quy định như thế nào?",no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,0,4,4
test_0424,knowledge,Loại thụ thể nào là thụ thể estrogen (ER)?,no,0.78,choice_count_stem_trap;many_choices_not_stem;router_mismatch_candidate,8+ choices but not a quantitative/STEM problem; could fool n_choices>=8 heuristic; current rule-route likely differs from true type,stem,yes,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,2,0
test_0425,stem,"Một phân tử của một hợp chất nhất định có mô men lưỡng cực $ \mu $ và được đặt trong một trường điện đều $ E $. Phân tử có thể định hướng theo trường, và năng lượng thế $ U $ của phân tử trong trường có thể được mô tả bở",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,89,15
test_0426,reading,"Theo nội dung các tài liệu, điều gì được nhấn mạnh là điểm khác biệt chính giữa album 'Assume Form' và album trước đó 'The Colour In Anything' của James Blake?",no,0.98,reading_with_legal_terms,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0427,knowledge,Chế tài nào sẽ áp dụng đối với cá nhân vi phạm quy định của Nghị định về lễ hội?,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0428,reading,"Ngôn ngữ Hindustan Caribe chịu ảnh hưởng chính từ các nguồn nào, dựa trên ngữ cảnh được cung cấp?",no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0429,reading,Đặc điểm kiến trúc nào sau đây là duy nhất cho khách sạn Dalat Hotel Du Parc mà không xuất hiện ở Khách sạn Du lịch Công đoàn?,no,0.98,,,reading,no,4,TRUE,FALSE,FALSE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0430,knowledge,Cơ quan Quyền lực nhà nước của nước Cộng hòa xã hội chủ nghĩa Việt Nam do ai bầu ra?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0431,stem,"Xét trường véc-tơ $\mathbf{G}(x, y, z) = x\mathbf{i} + y\mathbf{j} + z\mathbf{k}$. Trong số các phát biểu sau, phát biểu nào đúng về độ xoáy (curl) và độ phân kỳ (divergence) của $\mathbf{G}$?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,85,20
test_0432,stem,"Theo thông tin được cung cấp, sau ngày 1/7/2025, công dân cần liên hệ cấp hành chính nào để thực hiện thủ tục hành chính tại Thành phố Hải Phòng?",no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,0,8,6
test_0433,reading,"Theo quy định trong tài liệu, phí nào sau đây là 25.000 VNĐ?",no,0.98,reading_with_legal_terms;reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,5,5
test_0434,reading,Akagi đã đóng vai trò gì trong việc phát triển học thuyết hải quân của Nhật Bản?,no,0.65,harmful_or_evasion_no_refusal_option,unsafe/evasion wording without explicit refusal option,reading,no,4,TRUE,FALSE,TRUE,FALSE,TRUE,explicit_context_question_split,1,0,0
test_0435,knowledge,"Khi muốn cấp Giấy chứng nhận đủ điều kiện trạm nạp LPG vào xe bồn, người nộp đơn cần thực hiện bước nào đầu tiên?",no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,1,1
test_0436,reading,"Theo số liệu năm 2004, quốc gia nào trở thành nước thương mại lớn thứ ba thế giới sau Mỹ và Đức?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,FALSE,FALSE,FALSE,explicit_context_question_split,0,4,4
test_0437,reading,Cầy thảo nguyên thuộc họ động vật nào trong phân loại học?,no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0438,knowledge,"Theo chủ nghĩa Mác – Lê nin, quyền lực chính trị là:",no,0.86,,,knowledge,no,5,FALSE,FALSE,FALSE,FALSE,FALSE,none,1,0,0
test_0439,stem,Xét hàm số $ g(t) = \cos(\beta t) \cdot e^{-\gamma t} $ trong đó $ \beta $ và $ \gamma $ là các hằng số dương. Tìm biến đổi Laplace $ \mathcal{L}\{g(t)\} $.,no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,117,24
test_0440,reading,Bài hát 'Lean On' đã vượt qua 'Thinking Out Loud' để trở thành bài hát đầu tiên đạt 500 triệu streams trên Spotify vào thời điểm nào?,no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,FALSE,FALSE,FALSE,explicit_context_question_split,0,33,33
test_0441,knowledge,Cách tốt nhất để xây dựng lòng tin với người khác là gì?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0442,knowledge,Phương thức nào trong lớp Soket cho phép lấy địa chỉ IP của máy tính kết nối từ xa?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,1,0,0
test_0443,reading,"Theo đoạn văn, trong số các vai trò sau đây, P.T. Barnum coi trọng vai trò nào nhất?",no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0444,stem,"Xét một bài toán dẫn nhiệt trạng thái ổn định trong một thanh trụ có bán kính $ R $ và chiều dài $ L $. Thanh được cách nhiệt trên mặt bên, và hai đầu tại $ x = 0 $ và $ x = L $ được duy trì ở nhiệt độ $ T_0 $ và $ T_L $",no,0.94,,,stem,no,10,FALSE,TRUE,TRUE,FALSE,FALSE,none,3,74,2
test_0445,knowledge,Môn Tiếng Việt giúp học sinh rèn luyện điều gì?,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,1,0,0
test_0446,stem,"Nếu tỷ lệ lạm phát là 5% và lãi suất danh nghĩa là 10%, thì lãi suất thực là bao nhiêu?",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,4,16,10
test_0447,reading,Album nào của Lê Minh Sơn được bầu chọn là 'Album của năm 2004'?,no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,FALSE,FALSE,FALSE,explicit_context_question_split,0,4,4
test_0448,stem,Xét phép biến đổi $ T: \mathbb{R}^3 \to \mathbb{R}^3 $ được xác định bởi ma trận $ B = \begin{pmatrix} 1 & 0 & 2 \\ 0 & 2 & -1 \\ 3 & 1 & 0 \end{pmatrix} $. Hỏi ảnh của vector $ \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix} ,no,0.94,duplicate_or_near_duplicate_choices,answer choices contain duplicates or near-duplicates,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,74,44
test_0449,knowledge,Tham dự Hội nghị Hợp nhất Đảng tại Cửu Long (Hương Cảng – Trung Quốc) có:,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0450,stem,"Xét các vector $\mathbf{a} = (1, 2, 3)$, $\mathbf{b} = (4, 5, 6)$ và $\mathbf{c} = (7, 8, 9)$ trong $\mathbb{R}^3$. Thể tích của hình hộp song diện được tạo bởi ba vector này là bao nhiêu?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,32,20
test_0451,knowledge,Tư tưởng chính trong học thuyết chính trị của Khổng tử là:,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0452,stem,Giả sử $ T: \mathbb{R}^3 \to \mathbb{R}^3 $ là một toán tử tuyến tính được biểu diễn bởi ma trận $$= \begin{pmatrix}& 1 & 0 \\& 2 & 1 \\& 0 & 2. Câu nào sau đây là đúng về các giá trị riêng của $ T $?,no,0.94,duplicate_or_near_duplicate_choices,answer choices contain duplicates or near-duplicates,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,3,47,38
test_0453,stem,"Xét hàm số $ f(t) = e^{-at} \cos(bt) $ với $ t \geq 0 $, trong đó $ a $ và $ b $ là các hằng số dương. Biến đổi Laplace của $ f(t) $ là gì?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,103,21
test_0454,knowledge,"Nếu một kỹ sư phát hiện ra việc tính phí quá mức bởi công ty của họ và được một chủ sở hữu (principal) khuyên rằng các khoản phí quá mức là cần thiết để bù đắp cho các chi phí được ước tính thấp, hành động nào trong số c",no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,1,0,0
test_0455,knowledge,Giả sử một chủ doanh nghiệp tư nhân vay nợ cá nhân. Câu nào sau đây là đúng về khoản nợ này?,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0456,knowledge,Câu hỏi: Chức năng chính của máy khế tích tai trong là gì?,no,0.78,choice_count_stem_trap;many_choices_not_stem;router_mismatch_candidate,8+ choices but not a quantitative/STEM problem; could fool n_choices>=8 heuristic; current rule-route likely differs from true type,stem,yes,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,0,0
test_0457,stem,"Xét một thị trường độc quyền hai hãng, với hai hãng X và Y cạnh tranh về lượng sản phẩm (cạnh tranh Cournot). Hàm chi phí của mỗi hãng được cho bởi $ C(q) = 2q $, trong đó $ q $ là lượng sản phẩm sản xuất. Hàm cầu thị tr",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,78,25
test_0458,stem,"Xét một hệ thống động lực tuyến tính được mô tả bởi ma trận $ A = \begin{pmatrix} -1 & 3 \\ -3 & -1 \end{pmatrix} $. Gọi $ \lambda_1 $ và $ \lambda_2 $ là các giá trị riêng của $ A $. Trong số các phát biểu sau, phát biể",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,3,78,26
test_0459,reading,"Công nghệ nén âm thanh nào được sử dụng trong hệ thống DTS dành cho sân khấu, khác biệt hoàn toàn với định dạng DTS Digital Surround?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,FALSE,FALSE,FALSE,explicit_context_question_split,0,4,3
test_0460,reading,Nhóm động vật nào sau đây có mức độ phụ thuộc hoàn toàn vào môi trường thủy sinh và không thể sống trên cạn?,no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0461,knowledge,Năng lực là gì?,no,0.74,short_contextless_question,short question may be curriculum-dependent,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0462,knowledge,Tìm câu tục ngữ có ý nghĩa giống với câu tục ngữ: “Một mặt người bằng mười mặt của”.,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0463,knowledge,Phương pháp giáo dục thuyết phục có mối quan hệ mật thiết với yếu tố nào?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
